CIK,Name,Form,Filing date,Filing year,Filing quarter,URL of form,public float 1,public float 2,extract,point of public float,position of something...,checkbox extract,LAF,AF,NAF,SRC,LAF2,AF2,NAF2,SRC2,Filing status,FYenddate,FY year,"Filer status, alternate","Accelerated filer status, pre-2005",Filing status 2
1119046,ADVANCED TECHNOLOGIES GROUP LTD,10-K,2009-05-18,2009,2,http://www.sec.gov/Archives/edgar/data/1119046/0001165527-09-000353.txt,726137.0,726137.0,"held by non-affiliates computed by reference to the price at which the common equity was last sold, or the average bid and asked price of such common equity, as of the last business day of the registrant's most recently completed second fiscal quarter. The aggregate market value based on the average bid and asked price on the over-the-counter market of the Registrant's Common Stock, (""Common Stock",3956,265,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"january 31, 2009 advanced technologies group, ltd",2009,,,,smaller reporting company
1157377,ADVISORY BOARD CO,10-K,2009-06-15,2009,2,http://www.sec.gov/Archives/edgar/data/1157377/0000950123-09-014086.txt,489864631.0,489864631.0,"held by non-affiliates of the registrant was $489,864,631. The number of shares of the registrants common stock, par value $0.01 per share, outstanding on June 1, 2009 was 15,559,094. D",4120,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definition of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"march 31, 2009",2009,,,,accelerated filer
919956,ADVOCAT INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/919956/0000950144-09-003737.txt,39764000.0,39764000.0,"held by non-affiliates on June 30, 2008 (based on the closing price of such shares on the NASDAQ Capital Market) was approximately $39,764,000. For purposes of the foregoing calculation only, all directors, named executive officers and persons known to the registrant to be holders of 5% or more of the registrants Common Stock have been deemed affiliates of the registrant. On February 27, 2009, 5,6",3781,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. large accelerated filer o accelerated filer o non-accelerated filer o smaller reporting company þ",large accelerated filer o ,accelerated filer o ,non-accelerated filer o ,smaller reporting company þ,o,o,o,þ,Smaller reporting company,"december 31, 2008",2008,,,,smaller reporting company
738214,"AE Biofuels, Inc.",10-K,2009-05-15,2009,2,http://www.sec.gov/Archives/edgar/data/738214/0001354488-09-000763.txt,441981180.0,441981180.0,"held by non-affiliates of the registrant was approximately $441,981,180 as of June 30, 2008, the registrants most recently completed second fiscal quarter, based on the average bid and asked price on the Over-The-Counter Bulletin Board reported for such date. This calculation does not reflect a determination that certain persons are affiliates of the registrant for any other purpose. The number of",3768,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
738214,"AE Biofuels, Inc.",10-K/A,2009-05-20,2009,2,http://www.sec.gov/Archives/edgar/data/738214/0001354488-09-000821.txt,441981180.0,441981180.0,"held by non-affiliates of the registrant was approximately $441,981,180 as of June 30, 2008, the registrants most recently completed second fiscal quarter, based on the average bid and asked price on the Over-The-Counter Bulletin Board reported for such date. This calculation does not reflect a determination that certain persons are affiliates of the registrant for any other purpose. The number of",3821,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of “large accelerated filer,” “accelerated filer” and “smaller reporting company” in rule 12b-2 of the exchange act. (check one): large accelerated filer o accelerated filer þ non-accelerated filer o smaller reporting company o",large accelerated filer o ,accelerated filer þ ,non-accelerated filer o ,smaller reporting company o,o,þ,o,o,Accelerated filer,"december 31, 2008",2008,,,,accelerated filer
1040470,AEHR TEST SYSTEMS,10-K/A,2009-04-02,2009,2,http://www.sec.gov/Archives/edgar/data/1040470/0001040470-09-000014.txt,33386000.0,33386000.0,"held by non-affiliates of the Registrant, based upon the closing price of $4.79 on July 31, 2008, as reported on the NASDAQ Global Market, was approximately $33,386,000. For purposes of this disclosure, shares of common stock held by persons who hold more than 5% of the outstanding shares of common stock (other than such persons of whom the Registrant became aware only through the filing of a Sche",3927,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act (check one): large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [x] smaller reporting company [ ] 1",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [x] ,smaller reporting company [ ] 1,,,x,1,,"may 31, 2008",2008,,,,non-accelerated filer
1040470,AEHR TEST SYSTEMS,10-K/A,2009-04-06,2009,2,http://www.sec.gov/Archives/edgar/data/1040470/0001040470-09-000017.txt,33386000.0,33386000.0,"held by non-affiliates of the Registrant, based upon the closing price of $4.79 on July 31, 2008, as reported on the NASDAQ Global Market, was approximately $33,386,000. For purposes of this disclosure, shares of common stock held by persons who hold more than 5% of the outstanding shares of common stock (other than such persons of whom the Registrant became aware only through the filing of a Sche",3946,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act (check one): large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [x] smaller reporting company [ ] 1",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [x] ,smaller reporting company [ ] 1,,,x,1,,"may 31, 2008",2008,,,,non-accelerated filer
109471,AEROSONIC CORP /DE/,10-K,2009-05-01,2009,2,http://www.sec.gov/Archives/edgar/data/109471/0001193125-09-096357.txt,9412000.0,9412000.0,"held by non-affiliates of the registrant as of August 1, 2008, the last business day of the registrants most recently completed second quarter was approximately $9,412,000, based upon the closing price of the common stock on the NYSE Amex (formerly the American Stock Exchange AMEX) on that date., As of May 1, 2009, the issuer had 3,620,343 shares of Common Stock outstanding, net of treasury shares",4087,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer or a smaller reporting company. see definition of large accelerated filer, large accelerated filer, non-accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one) large accelerated filer ¨ accelerated filer ¨ non-accelerated filer ¨ smaller reporting company x",large accelerated filer ¨ ,accelerated filer ¨ ,non-accelerated filer ¨ ,smaller reporting company x,¨,¨,¨,x,Smaller reporting company,"january 31, 2009",2009,,,,smaller reporting company
882291,AETHLON MEDICAL INC,10-K/A,2009-05-01,2009,2,http://www.sec.gov/Archives/edgar/data/882291/0001019687-09-001567.txt,15204545.0,15204545.0,"held by non-affiliates was approximately $15,204,545 based upon the closing price of the Common Stock of $0.39, as reported by the NASDAQ Over-the-Counter Bulletin Board (""OTCBB"") on July 7, 2008. The number of shares of the Common Stock of the registrant outstanding as of July 7, 2008 was 40,286,480. TRANSITIONAL SMALL BUSINESS DISCLOSURE FORMAT (CHECK ONE): Yes [ ] No [X] EXPLANATORY NOTE: This ",3143,0,,,,,,,,,,,"march 31, 2008",2008,,,,
910560,AFFINITY GROUP INC,10-K,2009-06-08,2009,2,http://www.sec.gov/Archives/edgar/data/910560/0001104659-09-037248.txt,not given,blank largest val,none,-1,266,"whether the registrant is a large accelerated filer, an accelerated filer, or a non-accelerated filer. see definition of accelerated filer and large accelerated filer in rule 12b-2 of the exchange act). (check one): accelerated filer o large accelerated filer o non-accelerated filer x smaller reporting company o",,,,,,,,,error in sorting of filing status,"december 31, 2008 o ",2008,,,,non-accelerated filer
1433821,AFFINITY MEDIAWORKS CORP,10-K,2009-05-01,2009,2,http://www.sec.gov/Archives/edgar/data/1433821/0001165527-09-000294.txt,not given,1e-05,"held by non-affiliates was approximately $0 (there were no trades in the issuer's common stock as of the last business day of the second fiscal quarter). Number of shares of the issuer's common stock, $0.00001 par value, outstanding as of April 29, 2009: 50,166,000 shares AFFINITY MEDIAWORKS CORP. FORM 10-K TABLE OF CONTENTS Page ---- PART I Item 1. Description of Business 3 Item 1A. Risk Factors ",3512,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see definitions of ""large accelerated filer,"" ""accelerated filer"" and ""smaller reporting company"" in rule 12b-2 of the exchange act. (check one): large accelerated filer [ ] accelerated filer [ ] non-accelerated filer [ ] smaller reporting company [x]",large accelerated filer [ ] ,accelerated filer [ ] ,non-accelerated filer [ ] ,smaller reporting company [x],,,,x,Smaller reporting company,"january 31, 2009 affinity mediaworks corp",2009,,,,smaller reporting company
913077,AFFYMETRIX INC,10-K/A,2009-04-30,2009,2,http://www.sec.gov/Archives/edgar/data/913077/0001104659-09-027190.txt,716000000.0,716000000.0,"held by non-affiliates of the registrant at June 30, 2008, based on the closing price of such stock on the Nasdaq Global Market on such date, was approximately $716 million. The number of shares of the registrants Common Stock, $0.01 par value, outstanding on February 20, 2009, was 70,685,572. D",4293,266,"whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, or a smaller reporting company. see the definitions of large accelerated filer, accelerated filer and smaller reporting company in rule 12b-2 of the exchange act. (check one). large accelerated filer x accelerated filer o non-accelerated filer o smaller reporting company o",large accelerated filer x ,accelerated filer o ,non-accelerated filer o ,smaller reporting company o,x,o,o,o,Large accelerated filer,"december 31, 2008",2008,,,,large accelerated filer
